,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Region,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
50111,32644609,02/10/2016 03:46:27 PM,02/10/2016 03:57:35 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10023,,,,,,,,NEW YORK,,Closed,02/24/2016 03:46:27 PM,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,02/10/2016 03:57:36 PM,07 MANHATTAN,MANHATTAN,,,Riverside Park,MANHATTAN,,NEW YORK,NY,10023,,,,,,,,,,,,,,,
23350,32682414,02/14/2016 09:40:28 AM,02/14/2016 09:46:25 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10023,,,,,,,,NEW YORK,,Closed,02/17/2016 09:40:28 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/14/2016 09:46:25 AM,Unspecified MANHATTAN,MANHATTAN,,,Central Park - The Dairy Chess Checkers House and Carousel,MANHATTAN,,NEW YORK,NY,10023,,,,,,,,,,,,,,,
50078,32645462,02/10/2016 03:51:38 PM,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Park,10461,,,,,PELHAM PARKWAY SOUTH,BURR AVENUE,INTERSECTION,BRONX,,Open,02/15/2016 03:51:38 PM,"The Department of Parks and Recreation usually requires 5 days to inspect this issue and may take up to 30 days to resolve it, if warranted.  Please note your Service Request number for future reference.",,10 BRONX,BRONX,1031664.0,251085.0,Pelham Bay Park,BRONX,,BRONX,NY,10461,N,,,,,,,,,,,,40.8557178753524,-73.82860323394314,"(40.8557178753524, -73.82860323394314)"
35543,32662197,02/12/2016 03:52:50 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,11375,,,,,,,,FOREST HILLS,,Assigned,02/15/2016 03:52:50 PM,The Department of Parks and Recreation usually requires 3 days to respond to this type of complaint. Please note your Service Request number for future reference.,,Unspecified QUEENS,QUEENS,,,Flushing Meadows and Corona Park - Albert H. Mauro Playground,QUEENS,,FOREST HILLS,NY,11375,N,,,,,,,,,,,,,,
22266,32683295,02/14/2016 11:11:43 AM,02/14/2016 11:26:42 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10002,,,,,,,,NEW YORK,,Closed,02/28/2016 11:11:43 AM,The injured person has refused medical attention.,02/14/2016 11:26:43 AM,03 MANHATTAN,MANHATTAN,,,East River Park,MANHATTAN,,NEW YORK,NY,10002,,,,,,,,,,,,,,,
46095,32654107,02/11/2016 10:24:15 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10023,,,,,,,,NEW YORK,,Assigned,02/25/2016 10:24:15 AM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,07 MANHATTAN,MANHATTAN,,,Riverside Park - Neufeld Playgound,MANHATTAN,,NEW YORK,NY,10023,N,,,,,,,,,,,,,,
59383,32636959,02/09/2016 09:46:02 AM,02/10/2016 10:41:19 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Recreation Center,10029,2180 1 AVENUE,1 AVENUE,EAST 114 STREET,EAST 112 STREET,,,,NEW YORK,,Closed,02/23/2016 09:46:02 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/10/2016 10:41:19 AM,11 MANHATTAN,MANHATTAN,1001644.0,228399.0,Recreation Center - Thomas Jefferson,MANHATTAN,,NEW YORK,NY,10029,N,,,,,,,,,,,,40.79356145059239,-73.9371812078993,"(40.79356145059239, -73.93718120789929)"
43902,32655463,02/11/2016 02:36:39 PM,02/16/2016 10:11:21 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11423,,,,,,,,QUEENS,,Closed,02/25/2016 02:36:39 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/16/2016 10:11:21 AM,Unspecified QUEENS,QUEENS,,,Alley Athletic Playground,QUEENS,,QUEENS,NY,11423,N,,,,,,,,,,,,,,
69083,32620363,02/07/2016 12:11:15 PM,02/07/2016 02:17:04 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Beach,10306,,,,,,,,STATEN ISLAND,,Closed,02/21/2016 12:11:15 PM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/07/2016 02:17:04 PM,Unspecified STATEN ISLAND,STATEN ISLAND,,,Beach - Cedar Grove,STATEN ISLAND,,STATEN ISLAND,NY,10306,,,,,,,,,,,,,,,
34809,32661812,02/12/2016 05:47:33 PM,02/16/2016 02:12:01 PM,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Park,11378,,,,,,,,MASPETH,,Closed,02/26/2016 05:47:33 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/16/2016 02:12:01 PM,05 QUEENS,QUEENS,,,Reiff Playground,QUEENS,,MASPETH,NY,11378,N,,,,,,,,,,,,,,
63576,32627828,02/08/2016 01:41:26 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,11375,,,,,,,,FOREST HILLS,,Assigned,02/11/2016 01:41:26 PM,The Department of Parks and Recreation usually requires 3 days to respond to this type of complaint. Please note your Service Request number for future reference.,,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,,FOREST HILLS,NY,11375,N,,,,,,,,,,,,,,
59484,32637922,02/09/2016 09:32:15 AM,02/09/2016 10:01:16 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10009,,,,,,,,NEW YORK,,Closed,02/23/2016 09:32:15 AM,The condition was determined to be an emergency issue and NYPD was notified.,02/09/2016 10:01:16 AM,03 MANHATTAN,MANHATTAN,,,Tompkins Square Park,MANHATTAN,,NEW YORK,NY,10009,,,,,,,,,,,,,,,
71475,32614203,02/06/2016 06:37:25 PM,02/08/2016 09:05:22 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,10467,,,,,,,,BRONX,,Closed,02/09/2016 06:37:25 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/08/2016 09:05:22 AM,07 BRONX,BRONX,,,Williamsbridge Oval,BRONX,,BRONX,NY,10467,N,,,,,,,,,,,,,,
69497,32619285,02/07/2016 10:12:43 AM,02/09/2016 04:20:45 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11228,,,,,,,,BROOKLYN,,Closed,02/14/2016 10:12:43 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/09/2016 04:20:45 PM,10 BROOKLYN,BROOKLYN,,,Mckinley Park,BROOKLYN,,BROOKLYN,NY,11228,N,,,,,,,,,,,,,,
60228,32637366,02/09/2016 07:19:21 AM,02/12/2016 10:42:44 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11364,,,,,,,,OAKLAND GARDENS,,Closed,02/16/2016 07:19:21 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/12/2016 10:42:44 AM,11 QUEENS,QUEENS,,,Telephone Playground - PS 205,QUEENS,,OAKLAND GARDENS,NY,11364,N,,,,,,,,,,,,,,
60214,32638878,02/09/2016 07:25:41 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,10003,,,,,,,,NEW YORK,,Assigned,02/12/2016 07:25:41 AM,An inspection is currently in progress to determine whether the reported condition requires further action.,02/09/2016 07:47:28 AM,05 MANHATTAN,MANHATTAN,,,Union Square Park,MANHATTAN,,NEW YORK,NY,10003,,,,,,,,,,,,,,,
69504,32621214,02/07/2016 10:10:10 AM,02/07/2016 10:26:52 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,11231,,,,,,,,BROOKLYN,,Closed,02/21/2016 10:10:10 AM,The injured person has been transported to a hospital.,02/07/2016 10:26:52 AM,06 BROOKLYN,BROOKLYN,,,Coffey Park,BROOKLYN,,BROOKLYN,NY,11231,,,,,,,,,,,,,,,
23471,32683717,02/14/2016 09:30:43 AM,02/14/2016 09:38:49 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Recreation Center,11209,9941 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,100 STREET,99 STREET,,,,BROOKLYN,,Closed,02/17/2016 09:30:43 AM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/14/2016 09:38:49 AM,10 BROOKLYN,BROOKLYN,975427.0,162258.0,Recreation Center - Fort Hamilton Senior Center,BROOKLYN,,BROOKLYN,NY,11209,,,,,,,,,,,,,40.612032728111785,-74.03177779658566,"(40.61203272811178, -74.03177779658566)"
54074,32646302,02/10/2016 06:21:57 AM,02/10/2016 10:58:12 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10469,,,,,,,,BRONX,,Closed,02/24/2016 06:21:57 AM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/10/2016 10:58:12 AM,12 BRONX,BRONX,,,Haffen Park,BRONX,,BRONX,NY,10469,N,,,,,,,,,,,,,,
73635,32618153,02/06/2016 09:36:18 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Recreation Center,10031,85 BRADHURST AVENUE,BRADHURST AVENUE,WEST 147 STREET,WEST 146 STREET,,,,NEW YORK,,Assigned,02/09/2016 09:36:18 AM,An inspection is currently in progress to determine whether the reported condition requires further action.,02/06/2016 09:49:39 AM,10 MANHATTAN,MANHATTAN,1000236.0,239555.0,Recreation Center - Jackie Robinson,MANHATTAN,,NEW YORK,NY,10031,,,,,,,,,,,,,40.824184233142226,-73.94223966087256,"(40.82418423314223, -73.94223966087256)"
69615,32621430,02/07/2016 09:35:41 AM,02/07/2016 10:06:51 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11372,,,,,,,,JACKSON HEIGHTS,,Closed,02/21/2016 09:35:41 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 10:06:51 AM,03 QUEENS,QUEENS,,,Travers Park,QUEENS,,JACKSON HEIGHTS,NY,11372,N,,,,,,,,,,,,,,
50337,32644056,02/10/2016 03:10:58 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11375,,,,,,,,FOREST HILLS,,Assigned,02/24/2016 03:10:58 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,,FOREST HILLS,NY,11375,N,,,,,,,,,,,,,,
64520,32625927,02/08/2016 11:23:22 AM,02/08/2016 11:43:23 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10459,,,,,,,,BRONX,,Closed,02/22/2016 11:23:22 AM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/08/2016 11:43:23 AM,02 BRONX,BRONX,,,Rainey Park - Bronx,BRONX,,BRONX,NY,10459,,,,,,,,,,,,,,,
53925,32644061,02/10/2016 07:13:41 AM,02/16/2016 11:56:57 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11235,,,,,,,,BROOKLYN,,Closed,02/13/2016 07:13:41 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/16/2016 11:56:57 AM,18 BROOKLYN,BROOKLYN,,,Marine Park,BROOKLYN,,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
64558,32625859,02/08/2016 11:17:28 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Recreation Center,11355,131-40 FOWLER AVENUE,FOWLER AVENUE,COLLEGE POINT BOULEVARD,FOWLER PATH,,,,FLUSHING,,Assigned,02/22/2016 11:17:28 AM,An inspection is currently in progress to determine whether the reported condition requires further action.,02/11/2016 02:47:40 PM,07 QUEENS,QUEENS,1030199.0,213158.0,Recreation Center - Al Oerter,QUEENS,,FLUSHING,NY,11355,N,,,,,,,,,,,,40.75162662466333,-73.8341586116489,"(40.75162662466333, -73.8341586116489)"
28373,32666406,02/13/2016 05:30:26 PM,02/13/2016 06:44:27 PM,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11434,,,,,GUY R BREWER BOULEVARD,118 AVENUE,INTERSECTION,JAMAICA,,Closed,02/18/2016 05:30:26 PM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/13/2016 06:44:27 PM,12 QUEENS,QUEENS,1044531.0,188426.0,Baisley Pond Park - Lakeview Lane Playground,QUEENS,,JAMAICA,NY,11434,N,,,,,,,,,,,,40.68365734350795,-73.78265252286106,"(40.68365734350795, -73.78265252286107)"
59960,32634321,02/09/2016 08:27:46 AM,02/09/2016 03:11:17 PM,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,11233,,,,,,,,BROOKLYN,,Closed,02/16/2016 08:27:46 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/09/2016 03:11:17 PM,03 BROOKLYN,BROOKLYN,,,Saratoga Square Park,BROOKLYN,,BROOKLYN,NY,11233,N,,,,,,,,,,,,,,
69490,32621200,02/07/2016 10:15:03 AM,02/09/2016 04:19:35 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11228,,,,,,,,BROOKLYN,,Closed,02/14/2016 10:15:03 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/09/2016 04:19:35 PM,10 BROOKLYN,BROOKLYN,,,Mckinley Park - Mckinley Park Playground,BROOKLYN,,BROOKLYN,NY,11228,N,,,,,,,,,,,,,,
64525,32630855,02/08/2016 11:22:02 AM,02/08/2016 11:31:34 AM,DPR,Department of Parks and Recreation,DPR Internal,Illegal Dumping,Park,10454,,,,,,,,BRONX,,Closed,02/22/2016 11:22:02 AM,The reported condition was inspected and a report has been filed.,02/08/2016 11:31:34 AM,01 BRONX,BRONX,,,Saw Mill Playground,BRONX,,BRONX,NY,10454,,,,,,,,,,,,,,,
60096,32638013,02/09/2016 08:03:28 AM,02/11/2016 10:59:23 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,11228,,,,,,,,BROOKLYN,,Closed,02/23/2016 08:03:28 AM,The Department of Parks and Recreation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Transportation,02/11/2016 10:59:23 AM,10 BROOKLYN,BROOKLYN,,,Mckinley Park,BROOKLYN,,BROOKLYN,NY,11228,N,,,,,,,,,,,,,,
69466,32624220,02/07/2016 10:23:56 AM,02/08/2016 11:23:37 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,10003,,,,,,,,NEW YORK,,Closed,02/10/2016 10:23:56 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/08/2016 11:23:38 AM,06 MANHATTAN,MANHATTAN,,,Augustus Saint Gaudens,MANHATTAN,,NEW YORK,NY,10003,N,,,,,,,,,,,,,,
57021,32636331,02/09/2016 02:42:37 PM,02/09/2016 03:10:12 PM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10002,,,,,,,,NEW YORK,,Closed,02/23/2016 02:42:37 PM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/09/2016 03:10:12 PM,03 MANHATTAN,MANHATTAN,,,Sara D Roosevelt Park,MANHATTAN,,NEW YORK,NY,10002,,,,,,,,,,,,,,,
57054,32636321,02/09/2016 02:39:53 PM,02/09/2016 02:51:39 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10467,,,,,,,,BRONX,,Closed,02/23/2016 02:39:53 PM,The injured person has refused medical attention.,02/09/2016 02:51:39 PM,Unspecified BRONX,BRONX,,,Bronx Park,BRONX,,BRONX,NY,10467,,,,,,,,,,,,,,,
37052,32660123,02/12/2016 12:54:18 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11222,,,,,,,,BROOKLYN,,Assigned,02/15/2016 12:54:18 PM,The Department of Parks and Recreation usually requires 3 days to respond to this type of complaint. Please note your Service Request number for future reference.,,01 BROOKLYN,BROOKLYN,,,Monsignor Mcgolrick Park,BROOKLYN,,BROOKLYN,NY,11222,N,,,,,,,,,,,,,,
72322,32612075,02/06/2016 02:54:31 PM,02/10/2016 12:45:08 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,11436,,,,,,,,QUEENS,,Closed,02/20/2016 02:54:31 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/10/2016 12:45:08 PM,Unspecified QUEENS,QUEENS,,,Baisley Park South,QUEENS,,QUEENS,NY,11436,N,,,,,,,,,,,,,,
52733,32642624,02/10/2016 10:42:24 AM,02/10/2016 02:17:20 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,11223,,,,,,,,BROOKLYN,,Closed,02/13/2016 10:42:24 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/10/2016 02:17:20 PM,15 BROOKLYN,BROOKLYN,,,Mcdonald Playground - Brooklyn,BROOKLYN,,BROOKLYN,NY,11223,N,,,,,,,,,,,,,,
68185,32623383,02/07/2016 04:20:53 PM,02/07/2016 05:38:50 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,11373,,,,,,,,ELMHURST,,Closed,02/21/2016 04:20:53 PM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 05:38:50 PM,04 QUEENS,QUEENS,,,Newtown Playground,QUEENS,,ELMHURST,NY,11373,N,,,,,,,,,,,,,,
35245,32662453,02/12/2016 04:33:09 PM,02/12/2016 05:27:39 PM,DPR,Department of Parks and Recreation,DPR Internal,Property,Park,11375,,,,,,,,FOREST HILLS,,Closed,02/26/2016 04:33:09 PM,The reported condition was inspected and a report has been filed.,02/12/2016 05:27:39 PM,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,,FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
37397,32657989,02/12/2016 12:12:43 PM,02/12/2016 12:21:23 PM,DPR,Department of Parks and Recreation,DPR Internal,Property,Park,10021,,,,,,,,NEW YORK,,Closed,02/26/2016 12:12:43 PM,The reported condition was inspected and a report has been filed.,02/12/2016 12:21:23 PM,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,,,,,,,,,,,,,,,
57582,32635446,02/09/2016 01:33:12 PM,02/12/2016 12:19:12 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Beach,11692,,,,,,,,ARVERNE,,Closed,02/12/2016 01:33:12 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/12/2016 12:19:12 PM,14 QUEENS,QUEENS,,,Beach - Rockaway,QUEENS,,ARVERNE,NY,11692,N,,,,,,,,,,,,,,
52616,32641207,02/10/2016 10:54:14 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10312,,,,,,,,STATEN ISLAND,,Assigned,02/24/2016 10:54:14 AM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,03 STATEN ISLAND,STATEN ISLAND,,,Crescent Beach,STATEN ISLAND,,STATEN ISLAND,NY,10312,N,,,,,,,,,,,,,,
44685,32649723,02/11/2016 12:57:05 PM,02/16/2016 12:00:31 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11232,,,,,,,,BROOKLYN,,Closed,02/25/2016 12:57:05 PM,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,02/16/2016 12:00:31 PM,18 BROOKLYN,BROOKLYN,,,Marine Park - Salt Marsh Nature Center,BROOKLYN,,BROOKLYN,NY,11232,N,,,,,,,,,,,,,,
63076,32630151,02/08/2016 03:11:31 PM,02/08/2016 03:21:44 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,11368,,,,,104 STREET,41 AVENUE,INTERSECTION,CORONA,,Closed,02/22/2016 03:11:31 PM,The injured person has been transported to a hospital.,02/08/2016 03:21:45 PM,04 QUEENS,QUEENS,1022674.0,212242.0,Broad Channel American Park,QUEENS,,FAR ROCKAWAY,NY,11693,,,,,,,,,,,,,40.749148340261314,-73.86132339543252,"(40.749148340261314, -73.86132339543252)"
53197,32641941,02/10/2016 09:47:50 AM,02/10/2016 10:47:15 AM,DPR,Department of Parks and Recreation,DPR Internal,Property,Park,10312,,,,,,,,STATEN ISLAND,,Closed,02/24/2016 09:47:50 AM,The reported condition was inspected and a report has been filed.,02/10/2016 10:47:15 AM,03 STATEN ISLAND,STATEN ISLAND,,,Blue Heron Park - Nature Center,STATEN ISLAND,,STATEN ISLAND,NY,10312,,,,,,,,,,,,,,,
52669,32644128,02/10/2016 10:48:57 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10005,,,,,SOUTH STREET,WALL STREET,INTERSECTION,NEW YORK,,Assigned,02/13/2016 10:48:57 AM,The Department of Parks and Recreation usually requires 3 days to respond to this type of complaint. Please note your Service Request number for future reference.,,01 MANHATTAN,MANHATTAN,982505.0,195848.0,Tribeca Dog Run,MANHATTAN,,NEW YORK,NY,10007,N,,,,,,,,,,,,40.70423411043613,-74.00629365847985,"(40.70423411043613, -74.00629365847985)"
72199,32612255,02/06/2016 03:28:34 PM,02/06/2016 03:42:57 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11375,,,,,,,,FOREST HILLS,,Closed,02/20/2016 03:28:34 PM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/06/2016 03:42:58 PM,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,,FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
45118,32652690,02/11/2016 12:02:30 PM,02/11/2016 12:22:45 PM,DPR,Department of Parks and Recreation,DPR Internal,Illegal Dumping,Park,10456,,,,,,,,BRONX,,Closed,02/25/2016 12:02:30 PM,The reported condition was inspected and a report has been filed.,02/11/2016 12:22:45 PM,01 BRONX,BRONX,,,Grove Hill Playground,BRONX,,BRONX,NY,10456,,,,,,,,,,,,,,,
25417,32665103,02/14/2016 01:49:05 AM,02/14/2016 10:02:40 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10456,,,,,,,,BRONX,,Closed,02/17/2016 01:49:05 AM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/14/2016 10:02:40 AM,03 BRONX,BRONX,,,Crotona Park,BRONX,,BRONX,NY,10456,,,,,,,,,,,,,,,
45185,32654373,02/11/2016 11:55:49 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Beach,11235,,,W. 37TH STREET,CORBIN PLACE,,,,BROOKLYN,,Assigned,02/25/2016 11:55:49 AM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,Unspecified BROOKLYN,BROOKLYN,,,Beach - Coney Island,BROOKLYN,,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
72108,32618112,02/06/2016 03:58:03 PM,02/06/2016 04:27:36 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10456,,,,,,,,BRONX,,Closed,02/20/2016 03:58:03 PM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/06/2016 04:27:36 PM,03 BRONX,BRONX,,,Crotona Park,BRONX,,BRONX,NY,10456,,,,,,,,,,,,,,,
72256,32618257,02/06/2016 03:11:53 PM,02/08/2016 02:01:34 PM,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,11201,,,,,,,,BROOKLYN,,Closed,02/13/2016 03:11:53 PM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/08/2016 02:01:34 PM,02 BROOKLYN,BROOKLYN,,,Fort Greene Park,BROOKLYN,,BROOKLYN,NY,11201,N,,,,,,,,,,,,,,
68542,32622706,02/07/2016 02:38:24 PM,02/07/2016 03:36:05 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,11355,131-40 FOWLER AVENUE,FOWLER AVENUE,COLLEGE POINT BOULEVARD,FOWLER PATH,,,,FLUSHING,,Closed,02/21/2016 02:38:24 PM,The injured person has been transported to a hospital.,02/07/2016 03:36:05 PM,07 QUEENS,QUEENS,1030199.0,213158.0,Recreation Center - Al Oerter,QUEENS,,FLUSHING,NY,11355,,,,,,,,,,,,,40.75162662466333,-73.8341586116489,"(40.75162662466333, -73.8341586116489)"
68496,32623464,02/07/2016 02:51:34 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11218,,,,,,,,BROOKLYN,,Assigned,02/21/2016 02:51:34 PM,The reported condition was inspected and a work order has been filed to correct it.,02/09/2016 04:18:25 PM,12 BROOKLYN,BROOKLYN,,,Albemarle Playground,BROOKLYN,,BROOKLYN,NY,11218,N,,,,,,,,,,,,,,
31121,32669695,02/13/2016 10:31:52 AM,02/13/2016 10:47:51 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,10014,1 CLARKSON STREET,CLARKSON STREET,HUDSON STREET,7 AVENUE SOUTH,,,,NEW YORK,,Closed,02/27/2016 10:31:52 AM,The injured person has been transported to a hospital.,02/13/2016 10:47:51 AM,02 MANHATTAN,MANHATTAN,982730.0,205005.0,Recreation Center - Tony Dapolito,MANHATTAN,,NEW YORK,NY,10014,,,,,,,,,,,,,40.72936792171478,-74.00548422293096,"(40.72936792171478, -74.00548422293096)"
57165,32635163,02/09/2016 02:27:53 PM,02/09/2016 02:34:02 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,10468,2530 JEROME AVENUE,JEROME AVENUE,WEST 192 STREET,EAST 190 STREET,,,,BRONX,,Closed,02/23/2016 02:27:53 PM,The injured person has been transported to a hospital.,02/09/2016 02:34:02 PM,07 BRONX,BRONX,1012051.0,254355.0,Recreation Center - St. James,BRONX,,BRONX,NY,10468,,,,,,,,,,,,,40.86477658048676,-73.89948857765437,"(40.86477658048676, -73.89948857765437)"
68998,32620844,02/07/2016 12:37:11 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Park,10011,,,,,,,,NEW YORK,,Assigned,04/14/2016 09:28:52 AM,The Department of Parks and Recreation has inspected the location and will perform work to correct the condition.,02/14/2016 09:29:05 AM,02 MANHATTAN,MANHATTAN,,,Washington Square Park,MANHATTAN,,NEW YORK,NY,10011,,,,,,,,,,,,,,,
62824,32625500,02/08/2016 03:35:07 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11209,,,,,,,,BROOKLYN,,Assigned,02/22/2016 03:35:07 PM,The reported condition was inspected and a work order has been filed to correct it.,02/09/2016 04:29:40 PM,10 BROOKLYN,BROOKLYN,,,Dyker Beach Park,BROOKLYN,,BROOKLYN,NY,11209,N,,,,,,,,,,,,,,
